user_email,family_size,house_type,district,milk_packets,deliveries,oil_type,bottles,segregation,food_waste,compost,garden_waste,old_devices,batteries,disposal_method
0.0,0.3333333333333333,0.0,0.6923076923076923,0.3333333333333333,0.4444444444444445,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,1.0,0.0,0.0
0.222,0.3333333333333333,0.0,0.38461538461538464,0.3333333333333333,0.9444444444444444,0.5,1.0,0.5,0.0,0.2,0.0,0.0,0.6666666666666666,0.0
0.444,0.3333333333333333,0.5,0.46153846153846156,0.16666666666666666,0.9444444444444444,0.5,1.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,0.0
0.666,0.6666666666666666,1.0,0.6153846153846154,0.6666666666666666,0.8333333333333333,1.0,0.3333333333333333,0.0,0.0,0.6000000000000001,0.6666666666666666,0.0,1.0,0.3333333333333333
0.888,0.6666666666666666,0.5,0.6153846153846154,0.6666666666666666,0.27777777777777773,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0
0.912,0.6666666666666666,0.5,0.23076923076923078,0.6666666666666666,0.3888888888888889,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,0.0
0.934,0.3333333333333333,0.0,0.7692307692307693,0.16666666666666666,0.16666666666666669,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
0.9560000000000001,0.3333333333333333,0.0,0.3076923076923077,0.3333333333333333,0.7777777777777777,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666
0.978,0.3333333333333333,0.5,0.9230769230769231,0.5,0.0,0.5,1.0,1.0,0.0,0.6000000000000001,1.0,0.0,1.0,0.3333333333333333
1.0,0.6666666666666666,0.0,0.15384615384615385,0.5,0.8888888888888888,1.0,0.0,1.0,0.0,0.4,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.0
0.022,0.0,0.5,0.15384615384615385,0.0,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0
0.044,1.0,0.0,0.38461538461538464,1.0,0.3888888888888889,1.0,0.6666666666666666,0.5,0.0,0.2,0.6666666666666666,0.08333333333333333,0.0,0.3333333333333333
0.066,0.6666666666666666,0.5,1.0,0.5,0.3888888888888889,1.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
0.088,0.3333333333333333,0.0,0.46153846153846156,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333
0.11,0.6666666666666666,0.5,0.7692307692307693,0.5,0.9444444444444444,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333
0.132,0.6666666666666666,0.5,0.8461538461538463,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333
0.154,0.6666666666666666,0.5,0.5384615384615385,0.6666666666666666,0.8888888888888888,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
0.176,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0
0.198,0.3333333333333333,1.0,0.6153846153846154,0.5,0.2222222222222222,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
0.22,0.3333333333333333,0.5,1.0,0.16666666666666666,0.8333333333333333,0.5,0.3333333333333333,1.0,0.0,0.6000000000000001,0.6666666666666666,0.0,0.3333333333333333,0.0
0.244,0.6666666666666666,1.0,0.07692307692307693,0.6666666666666666,0.05555555555555555,0.5,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0
0.266,0.0,1.0,0.0,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.0,0.6666666666666666,1.0
0.28800000000000003,0.3333333333333333,0.0,0.15384615384615385,0.3333333333333333,0.5555555555555556,1.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0
0.31,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.0,0.2,1.0,0.08333333333333333,0.0,0.0
0.332,0.3333333333333333,0.5,0.15384615384615385,0.3333333333333333,0.7222222222222221,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.08333333333333333,0.3333333333333333,0.0
0.354,0.6666666666666666,0.0,0.6153846153846154,0.6666666666666666,0.6111111111111112,0.5,0.3333333333333333,0.0,0.0,0.6000000000000001,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
0.376,0.3333333333333333,0.0,0.5384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0.0
0.398,0.6666666666666666,0.0,0.07692307692307693,0.6666666666666666,0.2222222222222222,1.0,0.6666666666666666,1.0,0.0,0.2,1.0,0.0,0.3333333333333333,0.0
0.42,0.0,1.0,0.38461538461538464,0.16666666666666666,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
0.442,1.0,1.0,0.46153846153846156,0.5,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
0.466,1.0,1.0,0.6153846153846154,0.8333333333333333,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.3333333333333333,0.3333333333333333
0.488,0.3333333333333333,0.5,0.5384615384615385,0.3333333333333333,0.0,1.0,1.0,0.5,0.0,0.2,1.0,0.0,0.0,1.0
0.51,0.3333333333333333,0.0,0.15384615384615385,0.5,0.8888888888888888,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.532,0.6666666666666666,0.5,0.3076923076923077,0.6666666666666666,0.9444444444444444,0.5,0.0,0.5,0.0,0.6000000000000001,0.0,0.0,0.6666666666666666,0.0
0.554,0.6666666666666666,1.0,0.3076923076923077,0.5,0.3333333333333333,0.0,0.0,0.5,0.0,0.4,0.3333333333333333,0.0,1.0,0.3333333333333333
0.5760000000000001,0.3333333333333333,0.0,0.8461538461538463,0.3333333333333333,0.49999999999999994,1.0,0.3333333333333333,0.5,0.0,0.4,0.6666666666666666,0.08333333333333333,1.0,0.3333333333333333
0.598,0.0,0.0,0.8461538461538463,0.16666666666666666,0.2222222222222222,0.0,1.0,0.0,0.0,0.2,1.0,0.08333333333333333,1.0,0.3333333333333333
0.62,0.6666666666666666,0.5,0.23076923076923078,0.3333333333333333,0.8888888888888888,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
0.642,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.0,0.4,0.3333333333333333,0.0,1.0,0.3333333333333333
0.664,1.0,1.0,0.6923076923076923,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.6000000000000001,0.6666666666666666,0.0,1.0,0.0
0.6880000000000001,0.3333333333333333,0.0,0.15384615384615385,0.16666666666666666,0.7777777777777777,0.5,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
0.71,0.3333333333333333,0.5,0.5384615384615385,0.3333333333333333,0.9444444444444444,0.0,0.3333333333333333,1.0,0.0,0.2,0.0,0.0,0.0,0.0
0.732,0.6666666666666666,0.5,0.6153846153846154,0.6666666666666666,0.4444444444444445,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
0.754,0.0,0.0,0.9230769230769231,0.16666666666666666,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.3333333333333333
0.776,0.3333333333333333,1.0,0.9230769230769231,0.5,0.6111111111111112,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.798,0.3333333333333333,0.0,0.8461538461538463,0.5,0.7222222222222221,1.0,1.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0
0.8200000000000001,0.3333333333333333,0.0,0.6153846153846154,0.16666666666666666,0.05555555555555555,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
0.842,0.3333333333333333,0.5,0.15384615384615385,0.5,0.8333333333333333,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666
0.864,0.3333333333333333,0.0,0.5384615384615385,0.3333333333333333,0.4444444444444445,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666
